trial_id,word,condition,reality,category,trial_n,prompt
r00080,halthibinny,type_of_object,type of,object,0,Describe a halthibinny. It is a type of object.
r00081,halthibinny,type_of_object,type of,object,1,Describe a halthibinny. It is a type of object.
r00082,halthibinny,type_of_object,type of,object,2,Describe a halthibinny. It is a type of object.
r00083,halthibinny,type_of_object,type of,object,3,Describe a halthibinny. It is a type of object.
r00084,halthibinny,type_of_object,type of,object,4,Describe a halthibinny. It is a type of object.
r00085,halthibinny,type_of_object,type of,object,5,Describe a halthibinny. It is a type of object.
r00086,halthibinny,type_of_object,type of,object,6,Describe a halthibinny. It is a type of object.
r00087,halthibinny,type_of_object,type of,object,7,Describe a halthibinny. It is a type of object.
r00088,halthibinny,type_of_object,type of,object,8,Describe a halthibinny. It is a type of object.
r00089,halthibinny,type_of_object,type of,object,9,Describe a halthibinny. It is a type of object.
r00680,kovashent,type_of_object,type of,object,0,Describe a kovashent. It is a type of object.
r00681,kovashent,type_of_object,type of,object,1,Describe a kovashent. It is a type of object.
r00682,kovashent,type_of_object,type of,object,2,Describe a kovashent. It is a type of object.
r00683,kovashent,type_of_object,type of,object,3,Describe a kovashent. It is a type of object.
r00684,kovashent,type_of_object,type of,object,4,Describe a kovashent. It is a type of object.
r00685,kovashent,type_of_object,type of,object,5,Describe a kovashent. It is a type of object.
r00686,kovashent,type_of_object,type of,object,6,Describe a kovashent. It is a type of object.
r00687,kovashent,type_of_object,type of,object,7,Describe a kovashent. It is a type of object.
r00688,kovashent,type_of_object,type of,object,8,Describe a kovashent. It is a type of object.
r00689,kovashent,type_of_object,type of,object,9,Describe a kovashent. It is a type of object.
r00780,plindorf,type_of_object,type of,object,0,Describe a plindorf. It is a type of object.
r00781,plindorf,type_of_object,type of,object,1,Describe a plindorf. It is a type of object.
r00782,plindorf,type_of_object,type of,object,2,Describe a plindorf. It is a type of object.
r00783,plindorf,type_of_object,type of,object,3,Describe a plindorf. It is a type of object.
r00784,plindorf,type_of_object,type of,object,4,Describe a plindorf. It is a type of object.
r00785,plindorf,type_of_object,type of,object,5,Describe a plindorf. It is a type of object.
r00786,plindorf,type_of_object,type of,object,6,Describe a plindorf. It is a type of object.
r00787,plindorf,type_of_object,type of,object,7,Describe a plindorf. It is a type of object.
r00788,plindorf,type_of_object,type of,object,8,Describe a plindorf. It is a type of object.
r00789,plindorf,type_of_object,type of,object,9,Describe a plindorf. It is a type of object.
r00180,purtaneolotomous,type_of_object,type of,object,0,Describe a purtaneolotomous. It is a type of object.
r00181,purtaneolotomous,type_of_object,type of,object,1,Describe a purtaneolotomous. It is a type of object.
r00182,purtaneolotomous,type_of_object,type of,object,2,Describe a purtaneolotomous. It is a type of object.
r00183,purtaneolotomous,type_of_object,type of,object,3,Describe a purtaneolotomous. It is a type of object.
r00184,purtaneolotomous,type_of_object,type of,object,4,Describe a purtaneolotomous. It is a type of object.
r00185,purtaneolotomous,type_of_object,type of,object,5,Describe a purtaneolotomous. It is a type of object.
r00186,purtaneolotomous,type_of_object,type of,object,6,Describe a purtaneolotomous. It is a type of object.
r00187,purtaneolotomous,type_of_object,type of,object,7,Describe a purtaneolotomous. It is a type of object.
r00188,purtaneolotomous,type_of_object,type of,object,8,Describe a purtaneolotomous. It is a type of object.
r00189,purtaneolotomous,type_of_object,type of,object,9,Describe a purtaneolotomous. It is a type of object.
r00580,trolnique,type_of_object,type of,object,0,Describe a trolnique. It is a type of object.
r00581,trolnique,type_of_object,type of,object,1,Describe a trolnique. It is a type of object.
r00582,trolnique,type_of_object,type of,object,2,Describe a trolnique. It is a type of object.
r00583,trolnique,type_of_object,type of,object,3,Describe a trolnique. It is a type of object.
r00584,trolnique,type_of_object,type of,object,4,Describe a trolnique. It is a type of object.
r00585,trolnique,type_of_object,type of,object,5,Describe a trolnique. It is a type of object.
r00586,trolnique,type_of_object,type of,object,6,Describe a trolnique. It is a type of object.
r00587,trolnique,type_of_object,type of,object,7,Describe a trolnique. It is a type of object.
r00588,trolnique,type_of_object,type of,object,8,Describe a trolnique. It is a type of object.
r00589,trolnique,type_of_object,type of,object,9,Describe a trolnique. It is a type of object.
r00380,wresanthamulf,type_of_object,type of,object,0,Describe a wresanthamulf. It is a type of object.
r00381,wresanthamulf,type_of_object,type of,object,1,Describe a wresanthamulf. It is a type of object.
r00382,wresanthamulf,type_of_object,type of,object,2,Describe a wresanthamulf. It is a type of object.
r00383,wresanthamulf,type_of_object,type of,object,3,Describe a wresanthamulf. It is a type of object.
r00384,wresanthamulf,type_of_object,type of,object,4,Describe a wresanthamulf. It is a type of object.
r00385,wresanthamulf,type_of_object,type of,object,5,Describe a wresanthamulf. It is a type of object.
r00386,wresanthamulf,type_of_object,type of,object,6,Describe a wresanthamulf. It is a type of object.
r00387,wresanthamulf,type_of_object,type of,object,7,Describe a wresanthamulf. It is a type of object.
r00388,wresanthamulf,type_of_object,type of,object,8,Describe a wresanthamulf. It is a type of object.
r00389,wresanthamulf,type_of_object,type of,object,9,Describe a wresanthamulf. It is a type of object.
r00290,borthorpunius,type_of_idea,type of,idea,0,Describe a borthorpunius. It is a type of idea.
r00291,borthorpunius,type_of_idea,type of,idea,1,Describe a borthorpunius. It is a type of idea.
r00292,borthorpunius,type_of_idea,type of,idea,2,Describe a borthorpunius. It is a type of idea.
r00293,borthorpunius,type_of_idea,type of,idea,3,Describe a borthorpunius. It is a type of idea.
r00294,borthorpunius,type_of_idea,type of,idea,4,Describe a borthorpunius. It is a type of idea.
r00295,borthorpunius,type_of_idea,type of,idea,5,Describe a borthorpunius. It is a type of idea.
r00296,borthorpunius,type_of_idea,type of,idea,6,Describe a borthorpunius. It is a type of idea.
r00297,borthorpunius,type_of_idea,type of,idea,7,Describe a borthorpunius. It is a type of idea.
r00298,borthorpunius,type_of_idea,type of,idea,8,Describe a borthorpunius. It is a type of idea.
r00299,borthorpunius,type_of_idea,type of,idea,9,Describe a borthorpunius. It is a type of idea.
r00490,flembrast,type_of_idea,type of,idea,0,Describe a flembrast. It is a type of idea.
r00491,flembrast,type_of_idea,type of,idea,1,Describe a flembrast. It is a type of idea.
r00492,flembrast,type_of_idea,type of,idea,2,Describe a flembrast. It is a type of idea.
r00493,flembrast,type_of_idea,type of,idea,3,Describe a flembrast. It is a type of idea.
r00494,flembrast,type_of_idea,type of,idea,4,Describe a flembrast. It is a type of idea.
r00495,flembrast,type_of_idea,type of,idea,5,Describe a flembrast. It is a type of idea.
r00496,flembrast,type_of_idea,type of,idea,6,Describe a flembrast. It is a type of idea.
r00497,flembrast,type_of_idea,type of,idea,7,Describe a flembrast. It is a type of idea.
r00498,flembrast,type_of_idea,type of,idea,8,Describe a flembrast. It is a type of idea.
r00499,flembrast,type_of_idea,type of,idea,9,Describe a flembrast. It is a type of idea.
r00090,halthibinny,type_of_idea,type of,idea,0,Describe a halthibinny. It is a type of idea.
r00091,halthibinny,type_of_idea,type of,idea,1,Describe a halthibinny. It is a type of idea.
r00092,halthibinny,type_of_idea,type of,idea,2,Describe a halthibinny. It is a type of idea.
r00093,halthibinny,type_of_idea,type of,idea,3,Describe a halthibinny. It is a type of idea.
r00094,halthibinny,type_of_idea,type of,idea,4,Describe a halthibinny. It is a type of idea.
r00095,halthibinny,type_of_idea,type of,idea,5,Describe a halthibinny. It is a type of idea.
r00096,halthibinny,type_of_idea,type of,idea,6,Describe a halthibinny. It is a type of idea.
r00097,halthibinny,type_of_idea,type of,idea,7,Describe a halthibinny. It is a type of idea.
r00098,halthibinny,type_of_idea,type of,idea,8,Describe a halthibinny. It is a type of idea.
r00099,halthibinny,type_of_idea,type of,idea,9,Describe a halthibinny. It is a type of idea.
r00690,kovashent,type_of_idea,type of,idea,0,Describe a kovashent. It is a type of idea.
r00691,kovashent,type_of_idea,type of,idea,1,Describe a kovashent. It is a type of idea.
r00692,kovashent,type_of_idea,type of,idea,2,Describe a kovashent. It is a type of idea.
r00693,kovashent,type_of_idea,type of,idea,3,Describe a kovashent. It is a type of idea.
r00694,kovashent,type_of_idea,type of,idea,4,Describe a kovashent. It is a type of idea.
r00695,kovashent,type_of_idea,type of,idea,5,Describe a kovashent. It is a type of idea.
r00696,kovashent,type_of_idea,type of,idea,6,Describe a kovashent. It is a type of idea.
r00697,kovashent,type_of_idea,type of,idea,7,Describe a kovashent. It is a type of idea.
r00698,kovashent,type_of_idea,type of,idea,8,Describe a kovashent. It is a type of idea.
r00699,kovashent,type_of_idea,type of,idea,9,Describe a kovashent. It is a type of idea.
r00790,plindorf,type_of_idea,type of,idea,0,Describe a plindorf. It is a type of idea.
r00791,plindorf,type_of_idea,type of,idea,1,Describe a plindorf. It is a type of idea.
r00792,plindorf,type_of_idea,type of,idea,2,Describe a plindorf. It is a type of idea.
r00793,plindorf,type_of_idea,type of,idea,3,Describe a plindorf. It is a type of idea.
r00794,plindorf,type_of_idea,type of,idea,4,Describe a plindorf. It is a type of idea.
r00795,plindorf,type_of_idea,type of,idea,5,Describe a plindorf. It is a type of idea.
r00796,plindorf,type_of_idea,type of,idea,6,Describe a plindorf. It is a type of idea.
r00797,plindorf,type_of_idea,type of,idea,7,Describe a plindorf. It is a type of idea.
r00798,plindorf,type_of_idea,type of,idea,8,Describe a plindorf. It is a type of idea.
r00799,plindorf,type_of_idea,type of,idea,9,Describe a plindorf. It is a type of idea.
r00190,purtaneolotomous,type_of_idea,type of,idea,0,Describe a purtaneolotomous. It is a type of idea.
r00191,purtaneolotomous,type_of_idea,type of,idea,1,Describe a purtaneolotomous. It is a type of idea.
r00192,purtaneolotomous,type_of_idea,type of,idea,2,Describe a purtaneolotomous. It is a type of idea.
r00193,purtaneolotomous,type_of_idea,type of,idea,3,Describe a purtaneolotomous. It is a type of idea.
r00194,purtaneolotomous,type_of_idea,type of,idea,4,Describe a purtaneolotomous. It is a type of idea.
r00195,purtaneolotomous,type_of_idea,type of,idea,5,Describe a purtaneolotomous. It is a type of idea.
r00196,purtaneolotomous,type_of_idea,type of,idea,6,Describe a purtaneolotomous. It is a type of idea.
r00197,purtaneolotomous,type_of_idea,type of,idea,7,Describe a purtaneolotomous. It is a type of idea.
r00198,purtaneolotomous,type_of_idea,type of,idea,8,Describe a purtaneolotomous. It is a type of idea.
r00199,purtaneolotomous,type_of_idea,type of,idea,9,Describe a purtaneolotomous. It is a type of idea.
r00590,trolnique,type_of_idea,type of,idea,0,Describe a trolnique. It is a type of idea.
r00591,trolnique,type_of_idea,type of,idea,1,Describe a trolnique. It is a type of idea.
r00592,trolnique,type_of_idea,type of,idea,2,Describe a trolnique. It is a type of idea.
r00593,trolnique,type_of_idea,type of,idea,3,Describe a trolnique. It is a type of idea.
r00594,trolnique,type_of_idea,type of,idea,4,Describe a trolnique. It is a type of idea.
r00595,trolnique,type_of_idea,type of,idea,5,Describe a trolnique. It is a type of idea.
r00596,trolnique,type_of_idea,type of,idea,6,Describe a trolnique. It is a type of idea.
r00597,trolnique,type_of_idea,type of,idea,7,Describe a trolnique. It is a type of idea.
r00598,trolnique,type_of_idea,type of,idea,8,Describe a trolnique. It is a type of idea.
r00599,trolnique,type_of_idea,type of,idea,9,Describe a trolnique. It is a type of idea.
r00390,wresanthamulf,type_of_idea,type of,idea,0,Describe a wresanthamulf. It is a type of idea.
r00391,wresanthamulf,type_of_idea,type of,idea,1,Describe a wresanthamulf. It is a type of idea.
r00392,wresanthamulf,type_of_idea,type of,idea,2,Describe a wresanthamulf. It is a type of idea.
r00393,wresanthamulf,type_of_idea,type of,idea,3,Describe a wresanthamulf. It is a type of idea.
r00394,wresanthamulf,type_of_idea,type of,idea,4,Describe a wresanthamulf. It is a type of idea.
r00395,wresanthamulf,type_of_idea,type of,idea,5,Describe a wresanthamulf. It is a type of idea.
r00396,wresanthamulf,type_of_idea,type of,idea,6,Describe a wresanthamulf. It is a type of idea.
r00397,wresanthamulf,type_of_idea,type of,idea,7,Describe a wresanthamulf. It is a type of idea.
r00398,wresanthamulf,type_of_idea,type of,idea,8,Describe a wresanthamulf. It is a type of idea.
r00399,wresanthamulf,type_of_idea,type of,idea,9,Describe a wresanthamulf. It is a type of idea.
